Timestamp,email,name_stud,gender,age,university,city,monthly_budget,rent,grocery,transportation,personal,misc,ef_knowledge,target_saving,wage_per_hour,tuition_fees_due_date,insurance_due_date,subway,starbucks,tacobell,walmart,notification_preferences
11/13/23 10:39,jacqueline.lynch@gmail.com,Jacqueline Lynch,Female,23,Stanford University,Stanford,789,499,68,53,98.48837784,39,Yes,386,11,12/2/23,11/28/23,Priority 3,Priority 1,Priority 4,Priority 2,Email
11/7/23 3:37,jamie.campbell@yahoo.com,Jamie Campbell,Female,28,Boston University,Boston,1145,354,66,105,1,20,No,586,19,12/15/23,11/29/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
11/20/23 7:45,janice.alvarez@gmail.com,Janice Alvarez,Male,29,University of Miami,Coral Gables,1216,441,74,13,98.48837784,60,Yes,486,19,12/11/23,12/24/23,Priority 3,Priority 2,Priority 4,Priority 1,SMS text
11/2/23 18:06,gwendolyn.jackson@gmail.com,Gwendolyn Jackson,Female,20,Yale University,New Haven,757,785,58,96,48,73,Yes,631,12,12/17/23,12/11/23,Priority 4,Priority 1,Priority 3,Priority 2,Email
11/7/23 23:52,angela.hall@gmail.com,Angela Hall,Male,28,University of Virginia,Charlottesville,622,809,22,60.60988201,106,33,No,496,15,12/3/23,12/24/23,Priority 4,Priority 1,Priority 3,Priority 2,SMS text
11/18/23 23:19,gary.underwood@gmail.com,Gary Underwood,Female,24,Yale University,New Haven,818,466,61,9,66,84,No,401,18,12/11/23,2/28/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/7/23 9:39,emma.jackson@gmail.com,Emma Jackson,Female,21,"University of California, Los Angeles (UCLA)",Los Angeles,1053,658,22,4,8,96,Yes,881,12,12/6/23,11/28/23,Priority 2,Priority 4,Priority 3,Priority 1,SMS text
10/30/23 13:17,michael.brown@gmail.com,Michael Brown,Female,20,Duke University,Durham,1472,556,79,102,179,76,Yes,603.8204427,20,12/18/23,2/28/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/6/23 4:18,ruth.carney@gmail.com,Ruth Carney,Female,24,Cornell University,Ithaca,839,764,69,99,129,54,Yes,501,18,12/23/23,11/28/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/24/23 0:12,gina.bernard@gmail.com,Gina Bernard,Male,27,Duke University,Durham,698,676.3312086,56,46,95,68,No,621,11,12/9/23,12/5/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/18/23 22:18,mikayla.harris@gmail.com,Mikayla Harris,Male,19,"University of California, Los Angeles (UCLA)",Los Angeles,1119,468,61,28,47,54,No,556,18,1/15/24,12/1/23,Priority 1,Priority 4,Priority 2,Priority 3,Email
11/13/23 17:30,kenneth.duncan@hotmail.com,Kenneth Duncan,Male,28,"University of California, Berkeley (UC Berkeley)",Berkeley,889,811,87,60.60988201,30,56,Yes,603.8204427,12,12/2/23,12/11/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/4/23 0:42,denise.smith@gmail.com,Denise Smith,Male,26,University of Southern California (USC),Los Angeles,883,878,64,39,182,67,Yes,396,12,12/10/23,12/3/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
10/31/23 0:27,diane.zamora@gmail.com,Diane Zamora,Male,19,San Jose State University,San Jose,772,676.3312086,51,12,98.48837784,67,No,661,19,12/3/23,12/20/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
10/29/23 6:01,carl.price@gmail.com,Carl Price,Female,26,Columbia University,New York,673,418,59.7896289,60.60988201,84,74,Yes,541,14,1/15/24,12/15/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
11/1/23 3:28,edward.thomas@gmail.com,Edward Thomas,Female,27,Duke University,Durham,1317,559,40,60.60988201,188,57,Yes,386,10,12/16/23,12/2/23,Priority 4,Priority 2,Priority 3,Priority 1,SMS text
11/16/23 6:28,jason.stone@gmail.com,Jason Stone,Male,18,University of Washington,Seattle,652,418,61,99,14,66,No,531,16,1/15/24,12/4/23,Priority 2,Priority 1,Priority 3,Priority 4,SMS text
11/21/23 23:30,robert.gray@gmail.com,Robert Gray,Male,27,Princeton University,Princeton,1011,644,70,86,189,51,Yes,261,11,1/15/24,11/29/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/13/23 23:41,karen.jensen@gmail.com,Karen Jensen,Female,18,Rice University,Houston,1265,760,27,48,53,49,Yes,1211,12,11/26/23,12/16/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
10/29/23 9:12,ashley.willis@gmail.com,Ashley Willis,Male,19,University of Georgia,Athens,1186,922,35,34,98.48837784,62,No,1051,18,11/29/23,12/18/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/19/23 4:57,casey.chan@gmail.com,Casey Chan,Female,21,University of Texas at Austin,Austin,1387,582,60,21,189,54,Yes,456,16,1/15/24,12/5/23,Priority 4,Priority 1,Priority 2,Priority 3,SMS text
11/3/23 20:54,autumn.mejia@hotmail.com,Autumn Mejia,Female,27,Brown University,Providence,1049,432,59.7896289,111,64,100,No,976,13,12/12/23,2/28/23,Priority 3,Priority 2,Priority 4,Priority 1,Email
11/6/23 17:23,dean.jackson@hotmail.com,Dean Jackson,Female,27,"University of Michigan, Ann Arbor",Ann Arbor,732,660,31,106,94,45,No,316,14,1/15/24,12/22/23,Priority 4,Priority 2,Priority 3,Priority 1,SMS text
11/22/23 0:47,diana.tucker@gmail.com,Diana Tucker,Male,18,University of Virginia,Charlottesville,1457,956,22,111,109,53,No,626,20,12/17/23,11/29/23,Priority 4,Priority 2,Priority 3,Priority 1,Email
11/13/23 15:57,daniel.duarte@gmail.com,Daniel Duarte,Male,20,Stanford University,Stanford,564,671,40,38,30,37,No,603.8204427,17,11/26/23,12/5/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/12/23 9:42,sara.austin@gmail.com,Sara Austin,Female,20,University of Florida,Gainesville,937,769,59.7896289,44,60,84,No,603.8204427,19,12/10/23,12/21/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/18/23 12:00,latoya.martin@gmail.com,Latoya Martin,Female,28,Rice University,Houston,1207,448,39,36,4,94,No,526,17,1/15/24,12/4/23,Priority 3,Priority 4,Priority 1,Priority 2,Email
11/21/23 12:47,angela.perkins@gmail.com,Angela Perkins,Male,22,Harvard University,Cambridge,1267,872,29,44,171,43,No,811,10,12/18/23,12/14/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/11/23 15:35,stephanie.golden@gmail.com,Stephanie Golden,Male,21,University of Georgia,Athens,1004.876908,944,71,116,114,75,No,603.8204427,13,12/21/23,12/4/23,Priority 2,Priority 3,Priority 1,Priority 4,SMS text
11/3/23 10:19,paul.evans@hotmail.com,Paul Evans,Male,27,University of Wisconsin-Madison,Madison,1041,441,86,107,186,72,Yes,386,14,12/9/23,11/28/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/13/23 2:44,jessica.morgan@gmail.com,Jessica Morgan,Male,21,New York University (NYU),New York,1121,366,32,100,88,28,Yes,931,17,12/8/23,11/28/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
10/28/23 19:48,anna.hughes@gmail.com,Anna Hughes,Female,25,"University of California, Berkeley (UC Berkeley)",Berkeley,570,838,43,67,126,62,No,546,11,11/28/23,12/18/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/19/23 18:10,sonya.smith@gmail.com,Sonya Smith,Male,28,Ohio State University,Columbus,1004.876908,625,27,0,31,59.76972387,No,603.8204427,18,12/3/23,12/19/23,Priority 1,Priority 2,Priority 3,Priority 4,Email
11/3/23 23:27,michael.hicks@gmail.com,Michael Hicks,Male,18,Princeton University,Princeton,1004.876908,602,28,60.60988201,98.48837784,60,No,603.8204427,20,11/29/23,11/25/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/14/23 2:50,mary.holmes@gmail.com,Mary Holmes,Female,25,University of Pennsylvania (UPenn),Philadelphia,595,891,87,21,25,59.76972387,No,501,20,11/28/23,12/12/23,Priority 1,Priority 4,Priority 3,Priority 2,Email
11/13/23 10:54,julia.harper@gmail.com,Julia Harper,Male,30,"University of California, Los Angeles (UCLA)",Los Angeles,937,620,38,119,192,79,No,341,15,12/14/23,12/10/23,Priority 2,Priority 4,Priority 1,Priority 3,SMS text
11/1/23 7:36,theodore.warren@gmail.com,Theodore Warren,Female,21,University of Miami,Coral Gables,798,976,97,110,115,89,Yes,776,16,12/23/23,12/4/23,Priority 3,Priority 4,Priority 2,Priority 1,Email
11/21/23 12:38,stephen.wolf@gmail.com,Stephen Wolf,Female,29,University of Chicago,Chicago,688,523,25,74,40,59.76972387,Yes,603.8204427,19,11/25/23,12/2/23,Priority 3,Priority 1,Priority 2,Priority 4,SMS text
11/15/23 13:23,edward.prince@gmail.com,Edward Prince,Female,26,Massachusetts Institute of Technology (MIT),Cambridge,1085,435,84,60.60988201,100,78,No,806,10,1/15/24,12/17/23,Priority 1,Priority 2,Priority 3,Priority 4,SMS text
11/14/23 15:05,alexander.stokes@gmail.com,Alexander Stokes,Male,20,Brown University,Providence,1301,676.3312086,79,115,169,49,No,603.8204427,20,12/3/23,12/4/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/12/23 14:24,thomas.green@gmail.com,Thomas Green,Female,22,Columbia University,New York,514,914,59.7896289,90,161,24,Yes,346,14,12/17/23,11/27/23,Priority 4,Priority 2,Priority 3,Priority 1,Email
11/11/23 4:35,james.gonzales@gmail.com,James Gonzales,Male,21,Georgetown University,"Washington, D.C.",1308,777,91,22,16,51,No,796,19,12/6/23,12/20/23,Priority 4,Priority 2,Priority 1,Priority 3,Email
11/21/23 11:11,erika.anderson@yahoo.com,Erika Anderson,Male,19,Vanderbilt University,Nashville,911,613,40,90,99,53,No,603.8204427,17,11/28/23,12/18/23,Priority 3,Priority 4,Priority 2,Priority 1,Email
11/22/23 15:13,sean.herman@gmail.com,Sean Herman,Female,30,California Institute of Technology (Caltech),Pasadena,1247,655,59,32,125,60,Yes,986,18,1/15/24,12/1/23,Priority 4,Priority 1,Priority 3,Priority 2,SMS text
11/12/23 10:42,sheila.sullivan@gmail.com,Sheila Sullivan,Female,20,"University of California, Berkeley (UC Berkeley)",Berkeley,1350,376,71,63,188,96,Yes,1096,11,12/20/23,12/19/23,Priority 4,Priority 3,Priority 2,Priority 1,SMS text
11/12/23 7:55,dale.gibson@yahoo.com,Dale Gibson,Male,25,University of Florida,Gainesville,843,485,100,60.60988201,62,71,No,201,18,12/17/23,12/3/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/10/23 23:25,jennifer.armstrong@gmail.com,Jennifer Armstrong,Male,19,Ohio State University,Columbus,1207,350,92,50,32,36,No,1176,14,12/14/23,2/28/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
10/31/23 4:15,scott.anderson@gmail.com,Scott Anderson,Male,21,Princeton University,Princeton,515,676.3312086,48,47,45,49,Yes,316,14,1/15/24,11/25/23,Priority 3,Priority 2,Priority 4,Priority 1,Email
10/28/23 21:19,tammy.gamble@gmail.com,Tammy Gamble,Female,19,Emory University,Atlanta,603,883,59.7896289,118,139,37,No,396,18,12/1/23,11/25/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/8/23 6:34,robert.scott@hotmail.com,Robert Scott,Female,19,Johns Hopkins University,Baltimore,1294,571,79,3,190,54,No,276,19,11/27/23,12/4/23,Priority 3,Priority 4,Priority 2,Priority 1,SMS text
11/7/23 3:39,kenneth.hill@gmail.com,Kenneth Hill,Female,20,Yale University,New Haven,532,981,70,60.60988201,98.48837784,32,Yes,416,20,11/30/23,2/28/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/21/23 9:39,jimmy.holloway@yahoo.com,Jimmy Holloway,Male,27,Columbia University,New York,1007,641,20,86,0,31,Yes,276,20,12/15/23,11/30/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/13/23 14:19,kevin.brown@gmail.com,Kevin Brown,Female,29,University of Washington,Seattle,1307,995,91,69,167,43,No,603.8204427,13,12/10/23,12/9/23,Priority 1,Priority 2,Priority 4,Priority 3,Email
11/5/23 18:22,mallory.tate@gmail.com,Mallory Tate,Male,25,University of Georgia,Athens,548,982,76,2,159,59.76972387,No,471,17,11/27/23,2/28/23,Priority 2,Priority 4,Priority 3,Priority 1,Email
11/2/23 13:27,jonathan.butler@gmail.com,Jonathan Butler,Female,30,Emory University,Atlanta,1176,734,82,72,168,36,Yes,986,20,12/6/23,12/19/23,Priority 2,Priority 1,Priority 3,Priority 4,SMS text
10/31/23 23:01,kelly.phillips@gmail.com,Kelly Phillips,Male,27,University of Notre Dame,Notre Dame,949,399,30,115,98.48837784,94,Yes,756,12,12/22/23,2/28/23,Priority 1,Priority 4,Priority 2,Priority 3,SMS text
11/14/23 23:31,eric.thompson@gmail.com,Eric Thompson,Male,19,University of Washington,Seattle,1004.876908,870,27,60.60988201,86,95,No,603.8204427,20,12/17/23,12/15/23,Priority 1,Priority 4,Priority 2,Priority 3,SMS text
11/3/23 9:53,kaitlyn.coleman@gmail.com,Kaitlyn Coleman,Male,22,Columbia University,New York,832,521,77,60.60988201,98.48837784,59.76972387,Yes,481,13,12/15/23,12/24/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/9/23 21:52,gail.jensen@gmail.com,Gail Jensen,Male,23,San Jose State University,San Jose,958,676.3312086,82,87,105,25,Yes,626,13,12/20/23,11/27/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/2/23 3:51,christopher.gardner@gmail.com,Christopher Gardner,Female,20,University of Arizona,Tucson,610,370,59.7896289,81,83,33,No,471,18,12/22/23,12/19/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/6/23 19:01,kyle.maxwell@gmail.com,Kyle Maxwell,Male,25,University of Miami,Coral Gables,1384,506,29,60.60988201,118,59,No,1201,18,12/16/23,12/14/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/5/23 11:55,sean.hernandez@hotmail.com,Sean Hernandez,Female,29,University of Wisconsin-Madison,Madison,534,551,83,58,164,31,No,396,11,12/21/23,12/18/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
11/13/23 15:58,amber.mitchell@yahoo.com,Amber Mitchell,Male,19,Harvard University,Cambridge,1004.876908,925,24,118,93,60,Yes,603.8204427,10,12/20/23,2/28/23,Priority 3,Priority 4,Priority 2,Priority 1,Email
11/7/23 9:03,rebecca.morales@gmail.com,Rebecca Morales,Female,21,Harvard University,Cambridge,1494,412,62,51,14,28,No,546,16,12/3/23,12/13/23,Priority 2,Priority 4,Priority 1,Priority 3,Email
11/2/23 14:04,roy.richmond@gmail.com,Roy Richmond,Male,22,Cornell University,Ithaca,1461,774,60,11,179,100,No,801,19,12/3/23,11/27/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/13/23 22:28,emily.prince@yahoo.com,Emily Prince,Male,18,University of Notre Dame,Notre Dame,1004.876908,852,93,89,91,95,No,603.8204427,15,12/13/23,12/4/23,Priority 3,Priority 2,Priority 1,Priority 4,Email
11/21/23 15:42,jacob.caldwell@gmail.com,Jacob Caldwell,Male,21,Rice University,Houston,655,973,71,77,43,28,No,526,17,12/3/23,2/28/23,Priority 3,Priority 4,Priority 2,Priority 1,SMS text
11/24/23 0:56,jacqueline.peterson@yahoo.com,Jacqueline Peterson,Female,20,University of Virginia,Charlottesville,731,454,28,8,16,95,Yes,603.8204427,11,12/17/23,12/15/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/2/23 4:25,tyler.oneal@gmail.com,Tyler Oneal,Male,26,Johns Hopkins University,Baltimore,1004.876908,597,58,110,98.48837784,29,Yes,603.8204427,18,12/13/23,12/14/23,Priority 3,Priority 2,Priority 1,Priority 4,SMS text
10/28/23 19:39,katrina.powers@gmail.com,Katrina Powers,Male,30,University of Notre Dame,Notre Dame,1493,716,32,13,200,31,No,1271,11,12/19/23,12/12/23,Priority 3,Priority 4,Priority 2,Priority 1,SMS text
11/12/23 14:24,michelle.thompson@gmail.com,Michelle Thompson,Female,27,"University of California, Los Angeles (UCLA)",Los Angeles,694,459,82,1,49,42,Yes,276,13,12/12/23,12/19/23,Priority 1,Priority 3,Priority 2,Priority 4,Email
11/18/23 0:34,andrew.johnson@gmail.com,Andrew Johnson,Female,19,Emory University,Atlanta,789,676.3312086,28,44,98.48837784,59,Yes,603.8204427,16,12/8/23,11/28/23,Priority 1,Priority 4,Priority 3,Priority 2,Email
11/1/23 0:36,caitlin.espinoza@gmail.com,Caitlin Espinoza,Female,29,University of Georgia,Athens,1365,598,38,70,36,28,Yes,736,10,12/22/23,12/8/23,Priority 1,Priority 4,Priority 2,Priority 3,SMS text
11/6/23 11:54,sarah.nelson@gmail.com,Sarah Nelson,Male,29,Yale University,New Haven,1179,473,68,90,187,35,Yes,661,14,11/26/23,11/27/23,Priority 2,Priority 3,Priority 4,Priority 1,SMS text
10/28/23 20:38,roberto.moore@gmail.com,Roberto Moore,Male,29,University of Virginia,Charlottesville,1042,562,51,60,158,38,Yes,496,10,11/27/23,2/28/23,Priority 1,Priority 4,Priority 2,Priority 3,Email
11/14/23 22:02,michelle.turner@hotmail.com,Michelle Turner,Female,25,Carnegie Mellon University,Pittsburgh,758,490,25,115,61,75,Yes,646,12,12/18/23,12/22/23,Priority 2,Priority 1,Priority 3,Priority 4,Email
11/3/23 5:10,patricia.jackson@gmail.com,Patricia Jackson,Male,27,University of Arizona,Tucson,1004.876908,806,59.7896289,6,98.48837784,33,Yes,603.8204427,13,1/15/24,12/4/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
11/17/23 5:23,kyle.snyder@gmail.com,Kyle Snyder,Male,25,Boston University,Boston,1072,772,35,73,111,77,No,941,11,12/18/23,12/9/23,Priority 4,Priority 1,Priority 3,Priority 2,SMS text
11/9/23 4:11,matthew.smith@hotmail.com,Matthew Smith,Female,18,University of Illinois at Urbana-Champaign,Urbana and Champaign,624,528,54,19,45,59,Yes,256,10,1/15/24,12/17/23,Priority 4,Priority 3,Priority 1,Priority 2,Email
11/17/23 14:18,bradley.cervantes@gmail.com,Bradley Cervantes,Female,20,University of Virginia,Charlottesville,678,559,28,60.60988201,74,49,No,631,12,12/18/23,12/3/23,Priority 1,Priority 2,Priority 3,Priority 4,Email
11/23/23 9:54,martin.rubio@yahoo.com,Martin Rubio,Female,22,Vanderbilt University,Nashville,1415,915,91,28,19,39,Yes,391,20,11/25/23,11/28/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/12/23 3:18,rebekah.graham@gmail.com,Rebekah Graham,Male,28,California Institute of Technology (Caltech),Pasadena,1385,891,92,102,72,34,No,246,15,12/7/23,11/25/23,Priority 2,Priority 3,Priority 1,Priority 4,Email
11/3/23 16:54,mary.ramsey@gmail.com,Mary Ramsey,Male,30,Columbia University,New York,1171,957,40,60.60988201,115,64,No,1161,10,11/29/23,12/7/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/11/23 2:33,james.torres@gmail.com,James Torres,Male,19,University of Miami,Coral Gables,596,437,59.7896289,69,6,65,Yes,451,20,11/30/23,11/27/23,Priority 3,Priority 2,Priority 1,Priority 4,SMS text
11/23/23 14:46,james.obrien@yahoo.com,James Obrien,Male,29,Emory University,Atlanta,1004.876908,459,51,91,93,27,No,603.8204427,19,12/18/23,12/21/23,Priority 2,Priority 1,Priority 3,Priority 4,SMS text
11/7/23 21:44,brenda.foley@gmail.com,Brenda Foley,Female,21,University of Washington,Seattle,841,650,59.7896289,21,66,72,No,551,13,1/15/24,12/7/23,Priority 2,Priority 3,Priority 1,Priority 4,SMS text
11/7/23 14:24,anne.orr@gmail.com,Anne Orr,Female,25,"University of Maryland, College Park",College Park,597,706,28,2,33,74,No,566,10,11/28/23,11/26/23,Priority 4,Priority 2,Priority 3,Priority 1,Email
11/9/23 2:25,michael.arias@gmail.com,Michael Arias,Female,28,University of Florida,Gainesville,1388,416,25,83,98.48837784,85,Yes,736,12,12/9/23,12/23/23,Priority 3,Priority 4,Priority 1,Priority 2,SMS text
11/17/23 21:01,matthew.nelson@gmail.com,Matthew Nelson,Male,21,"University of California, Los Angeles (UCLA)",Los Angeles,1101,422,77,2,154,52,Yes,871,11,1/15/24,11/27/23,Priority 2,Priority 1,Priority 4,Priority 3,Email
11/14/23 7:06,eric.norman@yahoo.com,Eric Norman,Male,20,"University of California, Berkeley (UC Berkeley)",Berkeley,1018,734,28,60.60988201,98.48837784,34,Yes,603.8204427,18,12/18/23,11/29/23,Priority 2,Priority 3,Priority 4,Priority 1,Email
11/2/23 12:20,david.rodgers@gmail.com,David Rodgers,Male,18,University of Washington,Seattle,1225,704,66,2,4,29,No,1001,15,11/25/23,12/4/23,Priority 4,Priority 2,Priority 3,Priority 1,SMS text
11/20/23 21:51,jennifer.smith@gmail.com,Jennifer Smith,Male,19,Emory University,Atlanta,671,660,24,86,177,78,No,571,20,12/14/23,12/21/23,Priority 4,Priority 1,Priority 2,Priority 3,SMS text
11/14/23 16:33,melissa.henry@gmail.com,Melissa Henry,Male,19,Vanderbilt University,Nashville,1140,548,59.7896289,113,21,90,No,603.8204427,18,12/11/23,12/6/23,Priority 3,Priority 1,Priority 2,Priority 4,Email
11/15/23 15:03,kenneth.vega@gmail.com,Kenneth Vega,Male,21,University of Florida,Gainesville,1500,676.3312086,93,104,80,59.76972387,Yes,696,11,1/15/24,12/4/23,Priority 2,Priority 1,Priority 4,Priority 3,SMS text
11/21/23 18:53,eric.davis@gmail.com,Eric Davis,Female,25,Carnegie Mellon University,Pittsburgh,1002,773,39,35,172,59.76972387,Yes,986,19,12/20/23,12/22/23,Priority 1,Priority 4,Priority 3,Priority 2,SMS text
11/20/23 1:27,gerald.smith@gmail.com,Gerald Smith,Female,28,University of Wisconsin-Madison,Madison,652,676.3312086,79,101,113,81,Yes,646,13,12/4/23,12/16/23,Priority 4,Priority 1,Priority 3,Priority 2,Email
11/4/23 15:10,teresa.melton@hotmail.com,Teresa Melton,Female,27,Vanderbilt University,Nashville,879,512,53,88,10,59.76972387,Yes,726,19,11/26/23,12/22/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
11/15/23 6:54,elizabeth.barnes@gmail.com,Elizabeth Barnes,Male,23,University of Miami,Coral Gables,879,890,41,79,130,59.76972387,Yes,603.8204427,14,12/23/23,12/14/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/9/23 3:58,robert.hopkins@gmail.com,Robert Hopkins,Male,21,Ohio State University,Columbus,615,648,97,39,92,84,Yes,603.8204427,15,12/8/23,12/8/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
10/29/23 8:42,daniel.york@gmail.com,Daniel York,Female,27,Duke University,Durham,1406,822,83,66,185,46,Yes,311,14,12/7/23,12/1/23,Priority 4,Priority 3,Priority 2,Priority 1,Email
11/19/23 13:00,samantha.todd@gmail.com,Samantha Todd,Female,30,"University of California, Berkeley (UC Berkeley)",Berkeley,1274,507,32,91,23,53,No,1021,19,12/17/23,11/30/23,Priority 1,Priority 2,Priority 3,Priority 4,Email
10/31/23 19:51,cameron.kane@gmail.com,Cameron Kane,Female,19,Cornell University,Ithaca,975,565,60,29,58,66,No,506,13,1/15/24,11/29/23,Priority 4,Priority 3,Priority 2,Priority 1,Email
11/7/23 9:47,shaun.baker@gmail.com,Shaun Baker,Male,25,Massachusetts Institute of Technology (MIT),Cambridge,1484,385,62,118,36,27,Yes,336,10,12/24/23,11/25/23,Priority 3,Priority 4,Priority 1,Priority 2,SMS text
11/18/23 11:41,matthew.guzman@gmail.com,Matthew Guzman,Male,21,Johns Hopkins University,Baltimore,1001,693,30,1,195,32,Yes,666,18,12/5/23,2/28/23,Priority 2,Priority 1,Priority 4,Priority 3,SMS text
11/20/23 0:51,michael.mccarthy@gmail.com,Michael Mccarthy,Female,23,California Institute of Technology (Caltech),Pasadena,1247,371,24,28,129,59.76972387,No,1231,19,12/2/23,12/7/23,Priority 4,Priority 3,Priority 2,Priority 1,Email
11/18/23 13:44,brianna.trevino@gmail.com,Brianna Trevino,Male,21,Duke University,Durham,717,929,95,60.60988201,48,62,Yes,396,16,12/12/23,12/19/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/21/23 5:51,david.franklin@gmail.com,David Franklin,Male,20,Ohio State University,Columbus,1187,730,68,87,48,79,Yes,926,18,12/2/23,12/13/23,Priority 2,Priority 4,Priority 3,Priority 1,SMS text
10/28/23 19:53,sylvia.hill@gmail.com,Sylvia Hill,Male,21,New York University (NYU),New York,1251,728,93,78,6,70,No,991,19,12/3/23,12/9/23,Priority 2,Priority 4,Priority 1,Priority 3,Email
11/15/23 5:53,nicole.gonzalez@gmail.com,Nicole Gonzalez,Female,23,Duke University,Durham,1051,437,66,59,179,88,No,256,10,12/4/23,12/21/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
10/31/23 15:35,ronnie.kennedy@gmail.com,Ronnie Kennedy,Male,25,Harvard University,Cambridge,661,743,68,96,98.48837784,57,No,296,14,12/8/23,12/6/23,Priority 2,Priority 3,Priority 1,Priority 4,SMS text
11/6/23 2:58,brandy.jones@gmail.com,Brandy Jones,Male,23,University of Chicago,Chicago,798,759,86,65,155,83,Yes,746,16,12/6/23,12/11/23,Priority 3,Priority 1,Priority 4,Priority 2,SMS text
11/17/23 16:45,curtis.cardenas@gmail.com,Curtis Cardenas,Female,21,University of Chicago,Chicago,1182,817,59.7896289,34,98.48837784,79,Yes,801,19,12/24/23,12/4/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
11/15/23 2:05,jeremy.delacruz@gmail.com,Jeremy Delacruz,Female,29,University of Washington,Seattle,1289,676.3312086,23,43,126,63,No,1246,16,12/12/23,12/20/23,Priority 1,Priority 2,Priority 4,Priority 3,SMS text
11/16/23 9:59,travis.tucker@gmail.com,Travis Tucker,Female,25,Cornell University,Ithaca,1011,839,20,81,50,24,Yes,576,18,12/24/23,12/18/23,Priority 3,Priority 4,Priority 1,Priority 2,Email
11/17/23 3:26,patricia.davis@gmail.com,Patricia Davis,Male,20,Carnegie Mellon University,Pittsburgh,537,952,32,60.60988201,98.48837784,21,Yes,391,20,1/15/24,11/25/23,Priority 4,Priority 2,Priority 1,Priority 3,SMS text
11/18/23 2:48,james.stark@gmail.com,James Stark,Female,29,Georgetown University,"Washington, D.C.",851,946,99,17,20,75,Yes,436,20,12/7/23,12/8/23,Priority 1,Priority 4,Priority 2,Priority 3,SMS text
11/8/23 3:41,linda.perez@gmail.com,Linda Perez,Male,25,University of Illinois at Urbana-Champaign,Urbana and Champaign,1274,554,33,14,80,21,No,666,10,12/14/23,2/28/23,Priority 1,Priority 2,Priority 3,Priority 4,Email
11/19/23 16:03,david.mack@gmail.com,David Mack,Female,19,University of Florida,Gainesville,1153,984,27,63,145,33,No,786,17,12/14/23,12/12/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
10/30/23 3:41,dawn.hogan@gmail.com,Dawn Hogan,Female,21,University of Miami,Coral Gables,1117,664,97,83,98.48837784,28,Yes,1011,20,12/13/23,12/24/23,Priority 1,Priority 3,Priority 4,Priority 2,Email
11/20/23 3:16,lucas.ochoa@gmail.com,Lucas Ochoa,Male,20,Ohio State University,Columbus,1086,612,96,110,166,73,No,676,12,12/14/23,12/2/23,Priority 1,Priority 3,Priority 2,Priority 4,SMS text
11/8/23 21:30,jennifer.molina@gmail.com,Jennifer Molina,Male,21,University of Arizona,Tucson,1468,393,85,60.60988201,45,89,No,1366,14,12/12/23,12/11/23,Priority 4,Priority 2,Priority 3,Priority 1,Email
11/21/23 6:46,amanda.pham@gmail.com,Amanda Pham,Male,27,Cornell University,Ithaca,1397,887,61,41,98.48837784,78,Yes,1041,11,12/23/23,12/1/23,Priority 4,Priority 1,Priority 2,Priority 3,Email
